annotation_id,participant_id,video_id,start_timestamp,stop_timestamp,start_sample,stop_sample,class
P05_06_33,P05,P05_06,00:04:51.770,00:04:52.354,7002480,7016496,metal-plastic-collision
P05_08_3,P05,P05_08,00:00:05.642,00:00:06.026,135408,144624,plastic-only-collision
P05_08_7,P05,P05_08,00:00:16.161,00:00:17.981,387864,431544,metal-only-collision
P05_08_8,P05,P05_08,00:00:19.199,00:00:19.719,460776,473256,metal-only-collision
P05_08_10,P05,P05_08,00:00:26.103,00:00:28.565,626472,685560,metal-only-collision
P05_08_13,P05,P05_08,00:00:43.680,00:00:43.930,1048320,1054320,plastic-only-collision
P05_08_22,P05,P05_08,00:01:35.507,00:01:35.988,2292168,2303712,metal-only-collision
P05_08_25,P05,P05_08,00:01:47.834,00:01:48.199,2588016,2596776,metal-only-collision
P05_08_27,P05,P05_08,00:01:53.238,00:01:53.949,2717712,2734776,metal-only-collision
P05_08_36,P05,P05_08,00:02:22.016,00:02:22.376,3408384,3417024,paper-only-collision
P05_08_38,P05,P05_08,00:02:27.376,00:02:27.751,3537024,3546024,metal-only-collision
P05_08_39,P05,P05_08,00:02:34.355,00:02:35.193,3704519,3724632,metal-only-collision
P05_08_40,P05,P05_08,00:02:51.668,00:02:51.876,4120032,4125024,metal-only-collision
P05_08_43,P05,P05_08,00:02:58.314,00:02:58.626,4279536,4287024,metal-plastic-collision
P05_08_44,P05,P05_08,00:03:07.052,00:03:07.302,4489248,4495248,plastic-only-collision
P05_08_45,P05,P05_08,00:03:10.709,00:03:10.980,4577016,4583520,metal-only-collision
P05_08_46,P05,P05_08,00:03:45.590,00:03:45.975,5414160,5423400,metal-only-collision
P05_08_47,P05,P05_08,00:04:18.931,00:04:19.389,6214344,6225336,metal-only-collision
P05_08_49,P05,P05_08,00:04:36.070,00:04:36.643,6625680,6639431,metal-only-collision
P05_08_54,P05,P05_08,00:05:52.743,00:05:53.181,8465832,8476344,metal-only-collision
P05_08_55,P05,P05_08,00:05:54.222,00:06:01.554,8501328,8677296,metal-wood-collision
P05_08_56,P05,P05_08,00:06:32.951,00:06:33.951,9430824,9454824,metal-wood-collision
P05_08_57,P05,P05_08,00:06:34.657,00:06:35.001,9471768,9480024,wood-only-collision
P05_08_58,P05,P05_08,00:06:43.710,00:06:44.110,9689040,9698640,metal-wood-collision
P05_08_59,P05,P05_08,00:06:50.087,00:06:50.493,9842088,9851832,metal-only-collision
P05_08_60,P05,P05_08,00:06:50.919,00:06:51.243,9862056,9869832,metal-wood-collision
P05_08_61,P05,P05_08,00:07:06.451,00:07:06.785,10234824,10242840,metal-wood-collision
P05_08_63,P05,P05_08,00:07:58.891,00:07:59.246,11493384,11501904,metal-only-collision
P05_08_64,P05,P05_08,00:08:10.273,00:08:10.683,11766552,11776392,metal-wood-collision
P05_08_65,P05,P05_08,00:08:39.469,00:08:39.961,12467256,12479064,metal-only-collision
P05_08_66,P05,P05_08,00:09:00.287,00:09:00.558,12966888,12973392,metal-wood-collision
P05_08_67,P05,P05_08,00:09:00.912,00:09:01.183,12981888,12988392,metal-wood-collision
P05_08_68,P05,P05_08,00:09:02.058,00:09:02.787,13009392,13026888,metal-only-collision
P05_08_69,P05,P05_08,00:09:12.537,00:09:12.860,13260888,13268640,metal-wood-collision
P05_08_70,P05,P05_08,00:09:23.329,00:09:23.791,13519895,13530984,metal-wood-collision
P05_08_71,P05,P05_08,00:09:26.037,00:09:27.501,13584888,13620024,metal-only-collision
P05_08_72,P05,P05_08,00:09:28.558,00:09:28.954,13645392,13654895,metal-only-collision
P05_08_73,P05,P05_08,00:09:31.766,00:09:32.121,13722384,13730904,metal-wood-collision
P05_08_74,P05,P05_08,00:09:36.681,00:09:37.100,13840344,13850400,metal-only-collision
P05_08_75,P05,P05_08,00:09:40.162,00:09:40.621,13923888,13934904,metal-wood-collision
P05_08_76,P05,P05_08,00:09:52.667,00:09:53.667,14224008,14248008,metal-wood-collision
P05_08_77,P05,P05_08,00:09:59.313,00:09:59.688,14383512,14392512,metal-only-collision
P05_08_78,P05,P05_08,00:10:24.980,00:10:25.709,14999520,15017015,metal-wood-collision
P05_08_79,P05,P05_08,00:10:28.105,00:10:29.251,15074520,15102024,metal-only-collision
P05_08_81,P05,P05_08,00:10:39.423,00:10:40.568,15346152,15373632,wood-only-collision
P05_08_84,P05,P05_08,00:10:55.173,00:10:55.771,15724152,15738503,plastic-only-collision
P05_08_87,P05,P05_08,00:11:34.730,00:11:34.959,16673520,16679015,metal-only-collision
P05_08_88,P05,P05_08,00:11:53.486,00:11:53.920,17123664,17134080,plastic-only-collision
P05_08_90,P05,P05_08,00:12:04.633,00:12:05.526,17391192,17412624,metal-only-collision
P05_08_92,P05,P05_08,00:12:22.837,00:12:23.462,17828088,17843088,metal-only-collision
P05_08_93,P05,P05_08,00:12:24.691,00:12:25.046,17872584,17881104,metal-only-collision
P05_08_94,P05,P05_08,00:12:27.129,00:12:27.633,17931096,17943192,glass-only-collision
P05_08_95,P05,P05_08,00:12:31.150,00:12:31.650,18027600,18039600,metal-only-collision
P05_08_96,P05,P05_08,00:12:35.587,00:12:36.106,18134088,18146544,metal-only-collision
P05_08_97,P05,P05_08,00:12:41.483,00:12:41.796,18275592,18283104,metal-glass-collision
P05_08_98,P05,P05_08,00:12:44.629,00:12:45.108,18351096,18362592,glass-only-collision
P05_08_99,P05,P05_08,00:12:47.546,00:12:47.896,18421104,18429504,metal-only-collision
P05_08_100,P05,P05_08,00:12:51.379,00:12:52.212,18513096,18533088,metal-glass-collision
P05_08_101,P05,P05_08,00:12:55.402,00:12:55.712,18609648,18617088,glass-only-collision
P05_08_102,P05,P05_08,00:12:59.833,00:13:00.233,18715992,18725592,plastic-wood-collision
P05_08_105,P05,P05_08,00:13:07.650,00:13:08.504,18903600,18924096,plastic-wood-collision
P05_08_106,P05,P05_08,00:13:10.969,00:13:11.316,18983256,18991584,metal-wood-collision
P05_08_107,P05,P05_08,00:13:13.837,00:13:14.546,19052088,19069104,metal-only-collision
P05_08_108,P05,P05_08,00:13:22.421,00:13:23.690,19258104,19288560,metal-only-collision
P05_08_110,P05,P05_08,00:13:26.150,00:13:26.421,19347600,19354104,metal-only-collision
P05_08_111,P05,P05_08,00:13:26.879,00:13:27.633,19365096,19383192,metal-only-collision
P05_08_112,P05,P05_08,00:13:34.379,00:13:35.164,19545096,19563936,metal-only-collision
P05_08_115,P05,P05_08,00:14:06.780,00:14:07.109,20322720,20330616,metal-only-collision
P05_08_116,P05,P05_08,00:14:07.595,00:14:08.091,20342280,20354184,glass-only-collision
P05_08_121,P05,P05_08,00:15:21.132,00:15:21.591,22107168,22118184,metal-wood-collision
P05_08_122,P05,P05_08,00:15:24.091,00:15:24.385,22178184,22185240,metal-only-collision
P05_08_125,P05,P05_08,00:15:25.635,00:15:27.135,22215240,22251240,metal-only-collision
P05_08_126,P05,P05_08,00:15:30.327,00:15:31.327,22327848,22351848,metal-only-collision
P05_08_127,P05,P05_08,00:15:34.341,00:15:34.611,22424184,22430664,metal-only-collision
P05_08_129,P05,P05_08,00:15:39.419,00:15:39.900,22546056,22557600,metal-only-collision
P05_08_130,P05,P05_08,00:15:42.731,00:15:43.738,22625544,22649712,metal-only-collision
P05_08_131,P05,P05_08,00:15:47.351,00:15:47.789,22736424,22746936,glass-only-collision
P05_08_134,P05,P05_08,00:15:55.623,00:15:55.873,22934952,22940952,metal-only-collision
P05_08_135,P05,P05_08,00:15:58.039,00:15:58.477,22992936,23003448,metal-only-collision
P05_08_136,P05,P05_08,00:15:59.310,00:16:00.269,23023440,23046456,metal-only-collision
P05_08_137,P05,P05_08,00:16:07.956,00:16:08.269,23230944,23238456,metal-only-collision
P05_08_138,P05,P05_08,00:16:11.331,00:16:11.623,23311944,23318952,metal-only-collision
P05_08_139,P05,P05_08,00:16:14.227,00:16:14.602,23381448,23390448,metal-only-collision
P05_08_140,P05,P05_08,00:16:15.581,00:16:16.060,23413944,23425440,metal-only-collision
P05_08_141,P05,P05_08,00:16:18.685,00:16:19.227,23488440,23501448,metal-only-collision
P05_08_142,P05,P05_08,00:16:29.914,00:16:30.144,23757936,23763456,metal-only-collision
P05_08_144,P05,P05_08,00:16:34.331,00:16:35.477,23863944,23891448,metal-only-collision
P05_08_145,P05,P05_08,00:16:36.435,00:16:36.852,23914440,23924448,metal-only-collision
P05_08_150,P05,P05_08,00:17:16.581,00:17:16.810,24877943,24883440,metal-wood-collision
P05_08_153,P05,P05_08,00:17:36.519,00:17:36.810,25356456,25363440,metal-wood-collision
P05_08_154,P05,P05_08,00:18:01.773,00:18:02.039,25962551,25968936,metal-plastic-collision
P05_08_155,P05,P05_08,00:18:07.018,00:18:07.372,26088432,26096928,metal-only-collision
P05_08_156,P05,P05_08,00:18:08.893,00:18:09.164,26133432,26139936,metal-wood-collision
P05_08_157,P05,P05_08,00:18:10.268,00:18:10.539,26166432,26172936,metal-wood-collision
P05_08_158,P05,P05_08,00:18:16.473,00:18:17.557,26315352,26341368,metal-wood-collision
P05_08_160,P05,P05_08,00:18:22.372,00:18:22.601,26456928,26462424,metal-only-collision
P05_08_166,P05,P05_08,00:19:09.518,00:19:10.018,27588432,27600432,metal-only-collision
P05_08_167,P05,P05_08,00:19:12.476,00:19:12.997,27659424,27671928,metal-only-collision
P05_08_168,P05,P05_08,00:19:14.184,00:19:14.789,27700416,27714936,metal-only-collision
P05_08_170,P05,P05_08,00:19:21.559,00:19:21.893,27877416,27885432,metal-only-collision
P05_08_171,P05,P05_08,00:19:23.539,00:19:24.654,27924936,27951696,metal-only-collision
P05_08_172,P05,P05_08,00:19:25.293,00:19:26.890,27967031,28005360,metal-only-collision
P05_08_173,P05,P05_08,00:19:27.626,00:19:28.404,28023024,28041696,metal-only-collision
P05_08_174,P05,P05_08,00:19:29.664,00:19:31.682,28071936,28120368,metal-only-collision
P05_08_178,P05,P05_08,00:19:48.184,00:19:48.518,28516416,28524432,metal-only-collision
P05_08_179,P05,P05_08,00:19:51.985,00:19:52.515,28607639,28620360,metal-only-collision
P05_08_180,P05,P05_08,00:19:57.228,00:19:57.686,28733472,28744463,metal-only-collision
P05_08_181,P05,P05_08,00:19:59.968,00:20:00.304,28799232,28807296,metal-only-collision
P05_08_182,P05,P05_08,00:20:08.810,00:20:09.286,29011440,29022864,plastic-only-collision
P06_01_2,P06,P06_01,00:00:09.758,00:00:10.091,234191,242183,plastic-marble-collision
P06_01_4,P06,P06_01,00:00:17.862,00:00:18.674,428687,448176,metal-only-collision
P06_01_6,P06,P06_01,00:00:20.158,00:00:20.779,483792,498696,metal-ceramic-collision
P06_01_8,P06,P06_01,00:00:23.716,00:00:24.049,569184,577176,paper-only-collision
P06_01_10,P06,P06_01,00:00:29.487,00:00:30.112,707688,722688,plastic-paper-collision
P06_01_11,P06,P06_01,00:00:39.945,00:00:40.466,958680,971184,ceramic-marble-collision
P06_01_12,P06,P06_01,00:00:42.844,00:00:43.233,1028256,1037591,metal-paper-collision
P06_01_13,P06,P06_01,00:00:44.320,00:00:44.654,1063680,1071696,paper-only-collision
P06_01_14,P06,P06_01,00:00:47.779,00:00:48.695,1146696,1168680,metal-paper-collision
P06_01_15,P06,P06_01,00:00:53.174,00:00:53.695,1276176,1288680,metal-ceramic-collision
P06_01_16,P06,P06_01,00:00:54.612,00:00:54.904,1310688,1317696,paper-only-collision
P06_01_17,P06,P06_01,00:00:59.174,00:00:59.529,1420176,1428696,plastic-ceramic-collision
P06_01_18,P06,P06_01,00:01:02.510,00:01:02.983,1500240,1511592,paper-only-collision
P06_01_19,P06,P06_01,00:01:11.779,00:01:12.279,1722696,1734696,metal-ceramic-collision
P06_02_2,P06,P06_02,00:00:04.633,00:00:05.633,111192,135192,metal-only-collision
P06_02_4,P06,P06_02,00:00:06.549,00:00:07.171,157176,172104,metal-only-collision
P06_02_6,P06,P06_02,00:00:08.966,00:00:09.671,215183,232103,metal-only-collision
P06_03_3,P06,P06_03,00:00:09.906,00:00:10.455,237744,250920,metal-only-collision
P06_03_17,P06,P06_03,00:01:16.224,00:01:17.224,1829376,1853376,metal-only-collision
P06_03_18,P06,P06_03,00:01:17.532,00:01:18.712,1860768,1889088,metal-only-collision
P06_03_19,P06,P06_03,00:01:19.632,00:01:20.394,1911168,1929456,metal-only-collision
P06_03_21,P06,P06_03,00:01:21.276,00:01:22.088,1950624,1970111,metal-only-collision
P06_03_25,P06,P06_03,00:01:34.786,00:01:35.395,2274864,2289480,plastic-paper-collision
P06_03_29,P06,P06_03,00:01:48.757,00:01:50.057,2610168,2641368,metal-plastic-collision
P06_03_33,P06,P06_03,00:02:26.174,00:02:26.436,3508176,3514464,plastic-only-collision
P06_03_37,P06,P06_03,00:02:44.933,00:02:45.241,3958392,3965784,plastic-only-collision
P06_03_40,P06,P06_03,00:03:03.564,00:03:04.285,4405536,4422840,plastic-only-collision
P06_03_44,P06,P06_03,00:03:16.141,00:03:17.141,4707384,4731384,plastic-only-collision
P06_03_45,P06,P06_03,00:03:18.770,00:03:19.356,4770480,4784544,plastic-only-collision
P06_03_48,P06,P06_03,00:04:04.530,00:04:05.530,5868720,5892720,plastic-only-collision
P06_03_50,P06,P06_03,00:04:08.722,00:04:10.454,5969328,6010896,plastic-only-collision
P06_03_53,P06,P06_03,00:04:23.139,00:04:23.534,6315336,6324816,plastic-only-collision
P06_03_59,P06,P06_03,00:05:10.480,00:05:10.851,7451520,7460424,plastic-only-collision
P06_03_60,P06,P06_03,00:05:13.144,00:05:13.409,7515456,7521816,plastic-only-collision
P06_03_61,P06,P06_03,00:05:15.091,00:05:19.197,7562184,7660728,metal-only-collision
P06_03_62,P06,P06_03,00:05:20.005,00:05:21.101,7680120,7706424,metal-glass-collision
P06_03_64,P06,P06_03,00:05:34.957,00:05:35.226,8038968,8045424,glass-only-collision
P06_03_68,P06,P06_03,00:05:41.141,00:05:41.989,8187384,8207735,plastic-only-collision
P06_03_70,P06,P06_03,00:05:46.920,00:05:47.312,8326080,8335488,metal-only-collision
P06_03_71,P06,P06_03,00:05:49.763,00:05:49.966,8394312,8399184,metal-only-collision
P06_03_72,P06,P06_03,00:05:51.869,00:05:52.120,8444856,8450880,metal-only-collision
P06_03_73,P06,P06_03,00:05:55.736,00:05:55.976,8537664,8543424,metal-only-collision
P06_03_74,P06,P06_03,00:06:01.226,00:06:01.466,8669424,8675184,metal-only-collision
P06_03_75,P06,P06_03,00:06:05.736,00:06:05.937,8777664,8782488,plastic-only-collision
P06_03_77,P06,P06_03,00:06:09.187,00:06:09.389,8860488,8865336,metal-only-collision
P06_03_78,P06,P06_03,00:06:09.841,00:06:10.053,8876184,8881272,plastic-marble-collision
P06_03_80,P06,P06_03,00:06:13.775,00:06:14.113,8970600,8978712,metal-plastic-collision
P06_03_81,P06,P06_03,00:06:16.959,00:06:17.180,9047016,9052320,metal-only-collision
P06_03_82,P06,P06_03,00:06:17.584,00:06:17.796,9062016,9067104,metal-only-collision
P06_03_84,P06,P06_03,00:06:34.554,00:06:34.959,9469296,9479016,plastic-only-collision
P06_03_86,P06,P06_03,00:06:36.416,00:06:36.700,9513984,9520800,metal-only-collision
P06_03_87,P06,P06_03,00:07:01.575,00:07:01.882,10117800,10125168,metal-only-collision
P06_03_88,P06,P06_03,00:07:02.735,00:07:03.046,10145640,10153104,metal-only-collision
P06_03_89,P06,P06_03,00:07:08.649,00:07:08.911,10287576,10293864,metal-marble-collision
P06_03_90,P06,P06_03,00:07:10.989,00:07:12.296,10343736,10375104,metal-only-collision
P06_03_93,P06,P06_03,00:07:18.245,00:07:19.034,10517880,10536816,plastic-only-collision
P06_03_94,P06,P06_03,00:07:25.507,00:07:25.777,10692168,10698648,metal-only-collision
P06_03_95,P06,P06_03,00:07:32.488,00:07:32.844,10859712,10868256,metal-only-collision
P06_03_97,P06,P06_03,00:07:42.680,00:07:43.681,11104320,11128344,plastic-only-collision
P06_03_98,P06,P06_03,00:07:47.046,00:07:48.299,11209104,11239176,metal-only-collision
P06_03_101,P06,P06_03,00:08:09.556,00:08:09.911,11749344,11757864,metal-marble-collision
P06_03_103,P06,P06_03,00:08:22.281,00:08:22.498,12054744,12059952,metal-only-collision
P06_03_108,P06,P06_03,00:08:41.033,00:08:41.358,12504792,12512591,metal-only-collision
P06_03_114,P06,P06_03,00:09:07.323,00:09:07.755,13135752,13146120,metal-only-collision
P06_03_122,P06,P06_03,00:11:15.492,00:11:15.921,16211808,16222104,metal-only-collision
P06_05_1,P06,P06_05,00:00:10.133,00:00:11.632,243191,279168,metal-only-collision
P06_05_2,P06,P06_05,00:00:13.549,00:00:14.364,325176,344736,wood-only-collision
P06_05_8,P06,P06_05,00:01:09.299,00:01:10.841,1663176,1700183,wood-only-collision
P06_05_13,P06,P06_05,00:01:34.942,00:01:35.399,2278608,2289576,wood-only-collision
P06_05_19,P06,P06_05,00:01:57.195,00:01:58.094,2812680,2834256,metal-only-collision
P06_05_20,P06,P06_05,00:01:59.445,00:02:01.389,2866680,2913336,metal-only-collision
P06_05_22,P06,P06_05,00:02:07.223,00:02:07.540,3053352,3060960,metal-only-collision
P06_05_27,P06,P06_05,00:02:44.973,00:02:45.323,3959352,3967752,metal-marble-collision
P06_05_29,P06,P06_05,00:02:50.164,00:02:50.616,4083935,4094784,metal-marble-collision
P06_05_30,P06,P06_05,00:02:57.018,00:02:58.226,4248432,4277424,metal-only-collision
P06_05_33,P06,P06_05,00:03:08.268,00:03:08.766,4518432,4530384,metal-only-collision
P06_05_42,P06,P06_05,00:05:07.217,00:05:07.824,7373208,7387776,metal-only-collision
P06_05_44,P06,P06_05,00:05:22.213,00:05:22.990,7733112,7751760,metal-marble-collision
P06_05_45,P06,P06_05,00:05:26.213,00:05:26.740,7829112,7841760,metal-only-collision
P06_05_47,P06,P06_05,00:05:33.448,00:05:34.200,8002751,8020800,metal-cloth-collision
P06_05_48,P06,P06_05,00:05:35.069,00:05:35.930,8041656,8062320,metal-cloth-collision
P06_05_60,P06,P06_05,00:06:07.390,00:06:07.790,8817360,8826960,metal-paper-collision
P06_05_68,P06,P06_05,00:06:33.873,00:06:34.890,9452952,9477360,metal-marble-collision
P06_05_77,P06,P06_05,00:07:22.745,00:07:23.745,10625880,10649880,metal-only-collision
P06_05_92,P06,P06_05,00:09:13.325,00:09:14.164,13279800,13299936,metal-only-collision
P06_05_95,P06,P06_05,00:10:03.539,00:10:04.539,14484936,14508936,metal-only-collision
P06_05_96,P06,P06_05,00:10:10.110,00:10:11.180,14642640,14668319,metal-only-collision
P06_05_97,P06,P06_05,00:10:13.896,00:10:14.748,14733503,14753952,metal-glass-collision
P06_05_98,P06,P06_05,00:10:18.110,00:10:18.769,14834640,14850456,metal-only-collision
P06_05_99,P06,P06_05,00:10:19.646,00:10:20.039,14871503,14880936,metal-ceramic-collision
P06_05_101,P06,P06_05,00:10:35.998,00:10:40.110,15263952,15362640,metal-only-collision
P06_05_102,P06,P06_05,00:10:51.968,00:10:52.498,15647231,15659952,metal-glass-collision
P06_05_103,P06,P06_05,00:11:01.983,00:11:03.018,15887591,15912432,metal-glass-collision
P06_05_105,P06,P06_05,00:11:14.830,00:11:15.413,16195920,16209912,metal-plastic-collision
P06_05_108,P06,P06_05,00:11:29.865,00:11:30.538,16556760,16572912,metal-only-collision
P06_05_110,P06,P06_05,00:11:38.707,00:11:38.968,16768968,16775231,paper-only-collision
P06_05_111,P06,P06_05,00:11:41.606,00:11:41.954,16838544,16846896,metal-plastic-collision
P06_05_114,P06,P06_05,00:11:57.434,00:11:57.814,17218416,17227536,metal-plastic-collision
P06_05_115,P06,P06_05,00:12:01.151,00:12:01.818,17307624,17323632,metal-only-collision
P06_05_117,P06,P06_05,00:12:06.185,00:12:06.926,17428440,17446224,metal-only-collision
P06_05_122,P06,P06_05,00:12:24.642,00:12:24.982,17871408,17879568,metal-only-collision
P06_05_130,P06,P06_05,00:12:44.859,00:12:45.303,18356616,18367272,metal-glass-collision
P06_05_140,P06,P06_05,00:13:34.797,00:13:36.060,19555128,19585440,metal-only-collision
P06_05_144,P06,P06_05,00:13:49.196,00:13:50.425,19900704,19930200,metal-only-collision
P06_05_146,P06,P06_05,00:13:55.238,00:13:56.216,20045712,20069184,metal-paper-collision
P06_05_150,P06,P06_05,00:14:06.353,00:14:06.944,20312472,20326656,metal-paper-collision
P06_05_153,P06,P06_05,00:14:25.637,00:14:26.036,20775288,20784864,metal-wood-collision
P06_05_154,P06,P06_05,00:14:29.197,00:14:29.558,20860728,20869392,wood-only-collision
P06_05_157,P06,P06_05,00:14:42.753,00:14:43.346,21186072,21200304,metal-only-collision
P06_05_158,P06,P06_05,00:14:45.048,00:14:45.619,21241152,21254856,metal-only-collision
P06_05_165,P06,P06_05,00:15:54.497,00:15:55.012,22907928,22920288,metal-wood-collision
P06_05_166,P06,P06_05,00:15:58.941,00:15:59.920,23014584,23038080,plastic-only-collision
P06_05_168,P06,P06_05,00:16:02.691,00:16:03.586,23104584,23126064,metal-plastic-collision
P06_05_170,P06,P06_05,00:16:06.830,00:16:07.233,23203920,23213592,metal-only-collision
P06_05_173,P06,P06_05,00:16:11.572,00:16:12.149,23317728,23331576,metal-plastic-collision
P06_05_175,P06,P06_05,00:16:14.086,00:16:14.366,23378064,23384784,metal-plastic-collision
P06_05_176,P06,P06_05,00:16:18.985,00:16:22.064,23495640,23569536,metal-plastic-collision
P06_05_179,P06,P06_05,00:16:35.768,00:16:36.147,23898432,23907528,metal-only-collision
P06_05_182,P06,P06_05,00:16:59.871,00:17:00.343,24476904,24488232,metal-only-collision
P06_05_183,P06,P06_05,00:17:01.441,00:17:02.004,24514584,24528096,metal-only-collision
P06_05_184,P06,P06_05,00:17:02.473,00:17:05.125,24539352,24603000,metal-only-collision
P06_05_185,P06,P06_05,00:17:07.475,00:17:07.993,24659399,24671832,metal-only-collision
P06_05_187,P06,P06_05,00:17:13.801,00:17:14.375,24811224,24825000,metal-only-collision
P06_05_192,P06,P06_05,00:18:39.056,00:18:39.752,26857344,26874048,paper-only-collision
P06_05_195,P06,P06_05,00:18:50.770,00:18:51.101,27138480,27146424,plastic-only-collision
P06_05_200,P06,P06_05,00:19:26.841,00:19:28.731,28004183,28049544,metal-only-collision
P06_05_201,P06,P06_05,00:19:29.309,00:19:30.195,28063416,28084680,metal-only-collision
P06_05_202,P06,P06_05,00:19:30.804,00:19:33.224,28099296,28157376,metal-wood-collision
P06_05_203,P06,P06_05,00:19:34.711,00:19:38.481,28193064,28283544,metal-only-collision
P06_05_208,P06,P06_05,00:19:51.294,00:19:56.232,28591056,28709568,metal-plastic-collision
P06_05_211,P06,P06_05,00:20:02.436,00:20:03.127,28858463,28875048,paper-only-collision
P06_05_213,P06,P06_05,00:20:07.227,00:20:08.031,28973448,28992744,ceramic-only-collision
P06_05_214,P06,P06_05,00:20:09.150,00:20:09.836,29019600,29036064,metal-only-collision
P06_05_221,P06,P06_05,00:20:45.302,00:20:46.073,29887247,29905752,metal-only-collision
P06_05_233,P06,P06_05,00:21:12.114,00:21:12.364,30530736,30536736,metal-only-collision
P06_05_234,P06,P06_05,00:21:13.885,00:21:14.594,30573240,30590256,metal-only-collision
P06_05_235,P06,P06_05,00:21:14.844,00:21:15.427,30596256,30610247,ceramic-only-collision
P06_05_236,P06,P06_05,00:21:16.552,00:21:17.177,30637247,30652247,ceramic-glass-collision
P06_05_246,P06,P06_05,00:21:47.385,00:21:50.448,31377240,31450752,metal-plastic-collision
P06_05_249,P06,P06_05,00:21:56.594,00:21:57.094,31598256,31610256,metal-only-collision
P06_05_250,P06,P06_05,00:21:58.698,00:21:58.927,31648752,31654247,metal-plastic-collision
P06_05_253,P06,P06_05,00:22:15.364,00:22:15.719,32048736,32057256,metal-only-collision
P06_05_258,P06,P06_05,00:22:25.864,00:22:26.427,32300736,32314247,metal-only-collision
P06_05_259,P06,P06_05,00:22:28.739,00:22:30.094,32369736,32402256,metal-only-collision
P06_05_267,P06,P06_05,00:22:58.871,00:22:59.171,33092904,33100104,metal-only-collision
P06_05_272,P06,P06_05,00:23:36.552,00:23:37.177,33997248,34012248,metal-only-collision
P06_05_274,P06,P06_05,00:23:47.969,00:23:48.281,34271256,34278744,metal-only-collision
P06_05_275,P06,P06_05,00:23:54.927,00:23:55.496,34438248,34451904,ceramic-glass-collision
P06_07_1,P06,P06_07,00:00:01.919,00:00:03.627,46056,87048,plastic-only-collision
P06_07_2,P06,P06_07,00:00:19.169,00:00:20.856,460056,500544,metal-only-collision
P06_07_3,P06,P06_07,00:00:43.883,00:00:44.154,1053192,1059696,metal-only-collision
P06_07_4,P06,P06_07,00:00:49.947,00:00:50.444,1198728,1210656,metal-only-collision
P06_07_5,P06,P06_07,00:01:19.828,00:01:20.328,1915872,1927872,metal-only-collision
P06_07_7,P06,P06_07,00:01:21.650,00:01:22.167,1959600,1972008,metal-only-collision
P06_07_9,P06,P06_07,00:01:26.971,00:01:27.471,2087304,2099304,metal-only-collision
P06_07_17,P06,P06_07,00:01:59.257,00:01:59.703,2862168,2872872,wood-only-collision
P06_07_19,P06,P06_07,00:02:19.868,00:02:20.524,3356832,3372576,ceramic-wood-collision
P06_07_20,P06,P06_07,00:02:46.274,00:02:47.212,3990576,4013087,wood-only-collision
P06_07_23,P06,P06_07,00:03:09.899,00:03:10.837,4557576,4580088,metal-only-collision
P06_07_26,P06,P06_07,00:03:23.618,00:03:23.899,4886832,4893576,metal-only-collision
P06_07_27,P06,P06_07,00:03:25.743,00:03:26.971,4937832,4967304,metal-only-collision
P06_07_28,P06,P06_07,00:03:35.645,00:03:35.979,5175480,5183496,metal-only-collision
P06_07_31,P06,P06_07,00:03:48.229,00:03:49.187,5477496,5500488,metal-only-collision
P06_07_32,P06,P06_07,00:03:51.416,00:03:51.666,5553984,5559984,metal-wood-collision
P06_07_33,P06,P06_07,00:03:52.249,00:03:52.645,5573976,5583480,metal-only-collision
P06_07_36,P06,P06_07,00:04:01.833,00:04:02.166,5803992,5811984,plastic-only-collision
P06_07_38,P06,P06_07,00:04:10.148,00:04:10.409,6003552,6009816,metal-ceramic-collision
P06_07_39,P06,P06_07,00:04:18.761,00:04:19.284,6210264,6222816,metal-only-collision
P06_07_40,P06,P06_07,00:04:29.921,00:04:30.682,6478104,6496368,metal-only-collision
P06_07_42,P06,P06_07,00:04:40.534,00:04:41.023,6732816,6744552,metal-only-collision
P06_07_43,P06,P06_07,00:04:43.977,00:04:44.261,6815447,6822264,metal-only-collision
P06_07_56,P06,P06_07,00:05:50.323,00:05:50.576,8407752,8413824,metal-only-collision
P06_07_62,P06,P06_07,00:06:30.291,00:06:30.582,9366984,9373968,metal-marble-collision
P06_07_64,P06,P06_07,00:06:31.572,00:06:31.787,9397728,9402888,metal-marble-collision
P06_07_65,P06,P06_07,00:06:33.478,00:06:33.770,9443472,9450480,metal-marble-collision
P06_07_66,P06,P06_07,00:06:37.374,00:06:37.989,9536976,9551736,metal-only-collision
P06_07_67,P06,P06_07,00:06:45.751,00:06:46.406,9738024,9753744,metal-only-collision
P06_07_72,P06,P06_07,00:07:09.416,00:07:09.726,10305984,10313424,metal-plastic-collision
P06_07_73,P06,P06_07,00:07:12.478,00:07:12.770,10379472,10386480,metal-plastic-collision
P06_07_75,P06,P06_07,00:07:16.942,00:07:17.430,10486608,10498320,plastic-only-collision
P06_07_79,P06,P06_07,00:08:06.311,00:08:06.895,11671464,11685480,glass-marble-collision
P06_07_80,P06,P06_07,00:08:08.166,00:08:08.749,11715984,11729976,metal-only-collision
P06_07_81,P06,P06_07,00:08:09.561,00:08:09.832,11749464,11755968,metal-only-collision
P06_07_82,P06,P06_07,00:08:19.492,00:08:19.820,11987808,11995680,metal-ceramic-collision
P06_07_84,P06,P06_07,00:08:30.806,00:08:31.096,12259344,12266304,metal-plastic-collision
